init_node	term_node	demand
1	1	0.0
1	2	0.0
1	3	0.0
1	4	0.0
1	5	0.0
1	6	0.0
1	7	0.0
1	8	0.0
1	9	0.0
1	10	0.0
1	11	0.0
1	12	0.0
1	13	0.0
1	14	0.0
1	15	0.0
1	16	0.0
1	17	0.0
1	18	0.0
1	19	0.0
1	20	0.0
1	21	0.0
1	22	0.0
1	23	0.0
1	24	0.0
1	25	0.0
1	26	0.0
1	27	0.0
1	28	0.0
1	29	0.0
1	30	0.0
1	31	0.0
1	32	0.0
1	33	0.0
1	34	0.0
1	35	0.0
1	36	0.0
1	37	0.0
1	38	0.0
1	39	0.0
1	40	0.0
1	41	0.0
1	42	0.0
1	43	0.0
1	44	0.0
1	45	0.0
1	46	0.0
1	47	0.0
1	48	0.0
1	49	0.0
1	50	0.0
1	51	0.0
1	52	0.0
1	53	0.0
1	54	0.0
1	55	0.0
1	56	0.0
1	57	0.0
1	58	0.0
1	59	0.0
1	60	0.0
1	61	0.0
1	62	0.0
1	63	0.0
1	64	0.0
1	65	0.0
1	66	0.0
1	67	0.0
1	68	0.0
1	69	0.0
1	70	0.0
1	71	0.0
1	72	0.0
1	73	0.0
1	74	0.0
1	75	0.0
1	76	0.0
1	77	0.0
1	78	0.0
1	79	0.0
1	80	0.0
1	81	0.0
1	82	0.0
1	83	0.0
1	84	0.0
1	85	0.0
1	86	0.0
1	87	0.0
1	88	0.0
1	89	0.0
1	90	0.0
1	91	0.0
1	92	0.0
1	93	0.0
1	94	0.0
1	95	0.0
1	96	0.0
1	97	0.0
1	98	0.0
1	99	0.0
1	100	0.0
1	101	0.0
1	102	0.0
1	103	0.0
1	104	0.0
1	105	0.0
1	106	0.0
1	107	0.0
1	108	0.0
1	109	0.0
1	110	0.0
1	111	0.0
1	112	0.0
1	113	0.0
1	114	0.0
1	115	0.0
1	116	0.0
1	117	0.0
1	118	0.0
1	119	0.0
1	120	0.0
1	121	0.0
1	122	0.0
1	123	0.0
1	124	0.0
1	125	0.0
1	126	0.0
1	127	0.0
1	128	0.0
1	129	0.0
1	130	0.0
1	131	0.0
1	132	0.0
1	133	0.0
1	134	0.0
1	135	0.0
1	136	0.0
1	137	0.0
1	138	0.0
1	139	0.0
1	140	0.0
1	141	0.0
1	142	0.0
1	143	0.0
1	144	0.0
1	145	0.0
1	146	0.0
1	147	0.0
2	1	0.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
2	6	0.0
2	7	0.0
2	8	0.0
2	9	0.0
2	10	0.0
2	11	0.0
2	12	0.0
2	13	0.0
2	14	0.0
2	15	0.0
2	16	0.0
2	17	0.0
2	18	0.0
2	19	0.0
2	20	0.0
2	21	0.0
2	22	0.0
2	23	0.0
2	24	0.0
2	25	0.0
2	26	0.0
2	27	0.0
2	28	0.0
2	29	0.0
2	30	0.0
2	31	0.0
2	32	0.0
2	33	0.0
2	34	0.0
2	35	0.0
2	36	0.0
2	37	0.0
2	38	0.0
2	39	0.0
2	40	0.0
2	41	0.0
2	42	0.0
2	43	0.0
2	44	0.0
2	45	0.0
2	46	0.0
2	47	0.0
2	48	0.0
2	49	0.0
2	50	0.0
2	51	0.0
2	52	0.0
2	53	0.0
2	54	0.0
2	55	0.0
2	56	0.0
2	57	0.0
2	58	0.0
2	59	14.0
2	60	0.0
2	61	0.0
2	62	0.0
2	63	0.0
2	64	0.0
2	65	0.0
2	66	0.0
2	67	0.0
2	68	0.0
2	69	0.0
2	70	0.0
2	71	0.0
2	72	0.0
2	73	0.0
2	74	0.0
2	75	0.0
2	76	0.0
2	77	0.0
2	78	0.0
2	79	0.0
2	80	0.0
2	81	0.0
2	82	0.0
2	83	0.0
2	84	0.0
2	85	0.0
2	86	0.0
2	87	0.0
2	88	0.0
2	89	0.0
2	90	0.0
2	91	0.0
2	92	0.0
2	93	0.0
2	94	0.0
2	95	0.0
2	96	0.0
2	97	0.0
2	98	0.0
2	99	0.0
2	100	0.0
2	101	0.0
2	102	0.0
2	103	0.0
2	104	0.0
2	105	0.0
2	106	0.0
2	107	0.0
2	108	0.0
2	109	0.0
2	110	0.0
2	111	0.0
2	112	0.0
2	113	0.0
2	114	0.0
2	115	0.0
2	116	0.0
2	117	0.0
2	118	0.0
2	119	0.0
2	120	0.0
2	121	0.0
2	122	0.0
2	123	0.0
2	124	0.0
2	125	0.0
2	126	0.0
2	127	0.0
2	128	0.0
2	129	0.0
2	130	0.0
2	131	0.0
2	132	0.0
2	133	0.0
2	134	0.0
2	135	0.0
2	136	0.0
2	137	0.0
2	138	0.0
2	139	0.0
2	140	0.0
2	141	0.0
2	142	0.0
2	143	0.0
2	144	0.0
2	145	0.0
2	146	0.0
2	147	0.0
3	1	4.0
3	2	38.0
3	3	0.0
3	4	39.0
3	5	38.0
3	6	5.0
3	7	124.0
3	8	0.0
3	9	0.0
3	10	0.0
3	11	0.0
3	12	0.0
3	13	0.0
3	14	0.0
3	15	0.0
3	16	0.0
3	17	0.0
3	18	0.0
3	19	0.0
3	20	0.0
3	21	0.0
3	22	0.0
3	23	0.0
3	24	83.0
3	25	0.0
3	26	38.0
3	27	0.0
3	28	0.0
3	29	0.0
3	30	38.0
3	31	0.0
3	32	0.0
3	33	0.0
3	34	0.0
3	35	0.0
3	36	0.0
3	37	0.0
3	38	0.0
3	39	0.0
3	40	0.0
3	41	0.0
3	42	36.0
3	43	0.0
3	44	0.0
3	45	0.0
3	46	0.0
3	47	5.0
3	48	0.0
3	49	0.0
3	50	0.0
3	51	0.0
3	52	0.0
3	53	0.0
3	54	0.0
3	55	40.0
3	56	0.0
3	57	0.0
3	58	41.0
3	59	18.0
3	60	40.0
3	61	0.0
3	62	0.0
3	63	0.0
3	64	0.0
3	65	0.0
3	66	0.0
3	67	37.0
3	68	0.0
3	69	0.0
3	70	0.0
3	71	0.0
3	72	5.0
3	73	0.0
3	74	0.0
3	75	0.0
3	76	0.0
3	77	0.0
3	78	0.0
3	79	0.0
3	80	0.0
3	81	36.0
3	82	0.0
3	83	0.0
3	84	79.0
3	85	37.0
3	86	0.0
3	87	0.0
3	88	0.0
3	89	37.0
3	90	0.0
3	91	0.0
3	92	0.0
3	93	0.0
3	94	0.0
3	95	0.0
3	96	0.0
3	97	0.0
3	98	170.0
3	99	39.0
3	100	0.0
3	101	0.0
3	102	5.0
3	103	210.0
3	104	2.0
3	105	38.0
3	106	38.0
3	107	0.0
3	108	0.0
3	109	0.0
3	110	0.0
3	111	44.0
3	112	95.0
3	113	0.0
3	114	94.0
3	115	0.0
3	116	0.0
3	117	0.0
3	118	0.0
3	119	0.0
3	120	0.0
3	121	0.0
3	122	0.0
3	123	0.0
3	124	0.0
3	125	0.0
3	126	0.0
3	127	0.0
3	128	0.0
3	129	0.0
3	130	0.0
3	131	0.0
3	132	0.0
3	133	0.0
3	134	0.0
3	135	0.0
3	136	0.0
3	137	0.0
3	138	0.0
3	139	37.0
3	140	0.0
3	141	0.0
3	142	0.0
3	143	0.0
3	144	0.0
3	145	0.0
3	146	38.0
3	147	39.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	38.0
4	7	0.0
4	8	0.0
4	9	0.0
4	10	0.0
4	11	0.0
4	12	0.0
4	13	0.0
4	14	0.0
4	15	0.0
4	16	0.0
4	17	0.0
4	18	0.0
4	19	0.0
4	20	0.0
4	21	0.0
4	22	0.0
4	23	0.0
4	24	37.0
4	25	0.0
4	26	0.0
4	27	0.0
4	28	0.0
4	29	0.0
4	30	10.0
4	31	0.0
4	32	0.0
4	33	0.0
4	34	0.0
4	35	0.0
4	36	0.0
4	37	0.0
4	38	0.0
4	39	0.0
4	40	0.0
4	41	0.0
4	42	0.0
4	43	0.0
4	44	0.0
4	45	0.0
4	46	0.0
4	47	0.0
4	48	0.0
4	49	0.0
4	50	0.0
4	51	0.0
4	52	40.0
4	53	0.0
4	54	0.0
4	55	0.0
4	56	0.0
4	57	0.0
4	58	0.0
4	59	0.0
4	60	0.0
4	61	0.0
4	62	0.0
4	63	0.0
4	64	0.0
4	65	0.0
4	66	0.0
4	67	0.0
4	68	0.0
4	69	0.0
4	70	0.0
4	71	0.0
4	72	0.0
4	73	0.0
4	74	0.0
4	75	0.0
4	76	0.0
4	77	0.0
4	78	0.0
4	79	0.0
4	80	37.0
4	81	0.0
4	82	0.0
4	83	0.0
4	84	0.0
4	85	37.0
4	86	0.0
4	87	0.0
4	88	0.0
4	89	0.0
4	90	0.0
4	91	0.0
4	92	0.0
4	93	0.0
4	94	0.0
4	95	37.0
4	96	0.0
4	97	0.0
4	98	0.0
4	99	39.0
4	100	40.0
4	101	0.0
4	102	0.0
4	103	39.0
4	104	0.0
4	105	39.0
4	106	0.0
4	107	0.0
4	108	0.0
4	109	0.0
4	110	0.0
4	111	0.0
4	112	0.0
4	113	0.0
4	114	95.0
4	115	0.0
4	116	0.0
4	117	0.0
4	118	0.0
4	119	0.0
4	120	0.0
4	121	0.0
4	122	0.0
4	123	0.0
4	124	0.0
4	125	0.0
4	126	0.0
4	127	0.0
4	128	0.0
4	129	0.0
4	130	0.0
4	131	0.0
4	132	0.0
4	133	0.0
4	134	0.0
4	135	0.0
4	136	0.0
4	137	0.0
4	138	0.0
4	139	0.0
4	140	0.0
4	141	0.0
4	142	0.0
4	143	0.0
4	144	0.0
4	145	0.0
4	146	38.0
4	147	84.0
5	1	0.0
5	2	0.0
5	3	6.0
5	4	85.0
5	5	0.0
5	6	0.0
5	7	0.0
5	8	46.0
5	9	0.0
5	10	0.0
5	11	0.0
5	12	53.0
5	13	0.0
5	14	0.0
5	15	0.0
5	16	0.0
5	17	0.0
5	18	0.0
5	19	0.0
5	20	0.0
5	21	0.0
5	22	0.0
5	23	0.0
5	24	0.0
5	25	43.0
5	26	0.0
5	27	0.0
5	28	0.0
5	29	0.0
5	30	0.0
5	31	0.0
5	32	0.0
5	33	0.0
5	34	0.0
5	35	0.0
5	36	0.0
5	37	0.0
5	38	0.0
5	39	0.0
5	40	0.0
5	41	0.0
5	42	0.0
5	43	0.0
5	44	0.0
5	45	0.0
5	46	0.0
5	47	0.0
5	48	0.0
5	49	0.0
5	50	0.0
5	51	0.0
5	52	0.0
5	53	0.0
5	54	0.0
5	55	47.0
5	56	0.0
5	57	0.0
5	58	0.0
5	59	14.0
5	60	0.0
5	61	0.0
5	62	0.0
5	63	0.0
5	64	0.0
5	65	0.0
5	66	0.0
5	67	0.0
5	68	0.0
5	69	0.0
5	70	0.0
5	71	0.0
5	72	6.0
5	73	0.0
5	74	45.0
5	75	0.0
5	76	0.0
5	77	0.0
5	78	0.0
5	79	0.0
5	80	0.0
5	81	0.0
5	82	0.0
5	83	0.0
5	84	0.0
5	85	43.0
5	86	42.0
5	87	0.0
5	88	0.0
5	89	0.0
5	90	0.0
5	91	0.0
5	92	0.0
5	93	0.0
5	94	0.0
5	95	0.0
5	96	0.0
5	97	45.0
5	98	0.0
5	99	0.0
5	100	46.0
5	101	0.0
5	102	0.0
5	103	0.0
5	104	13.0
5	105	0.0
5	106	85.0
5	107	0.0
5	108	0.0
5	109	0.0
5	110	0.0
5	111	0.0
5	112	0.0
5	113	51.0
5	114	0.0
5	115	0.0
5	116	0.0
5	117	0.0
5	118	0.0
5	119	0.0
5	120	0.0
5	121	0.0
5	122	0.0
5	123	0.0
5	124	0.0
5	125	0.0
5	126	0.0
5	127	0.0
5	128	0.0
5	129	0.0
5	130	0.0
5	131	0.0
5	132	0.0
5	133	0.0
5	134	0.0
5	135	0.0
5	136	0.0
5	137	0.0
5	138	0.0
5	139	0.0
5	140	0.0
5	141	0.0
5	142	0.0
5	143	0.0
5	144	0.0
5	145	0.0
5	146	0.0
5	147	0.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	0.0
6	7	38.0
6	8	0.0
6	9	0.0
6	10	0.0
6	11	0.0
6	12	0.0
6	13	0.0
6	14	0.0
6	15	0.0
6	16	0.0
6	17	0.0
6	18	0.0
6	19	0.0
6	20	0.0
6	21	0.0
6	22	0.0
6	23	0.0
6	24	0.0
6	25	0.0
6	26	0.0
6	27	0.0
6	28	0.0
6	29	0.0
6	30	0.0
6	31	0.0
6	32	0.0
6	33	0.0
6	34	0.0
6	35	0.0
6	36	0.0
6	37	0.0
6	38	0.0
6	39	0.0
6	40	0.0
6	41	0.0
6	42	0.0
6	43	0.0
6	44	0.0
6	45	0.0
6	46	0.0
6	47	0.0
6	48	0.0
6	49	0.0
6	50	0.0
6	51	0.0
6	52	0.0
6	53	0.0
6	54	0.0
6	55	0.0
6	56	0.0
6	57	0.0
6	58	0.0
6	59	0.0
6	60	0.0
6	61	0.0
6	62	0.0
6	63	0.0
6	64	0.0
6	65	0.0
6	66	0.0
6	67	0.0
6	68	0.0
6	69	0.0
6	70	0.0
6	71	0.0
6	72	0.0
6	73	0.0
6	74	0.0
6	75	0.0
6	76	0.0
6	77	0.0
6	78	0.0
6	79	0.0
6	80	0.0
6	81	37.0
6	82	0.0
6	83	0.0
6	84	0.0
6	85	0.0
6	86	0.0
6	87	0.0
6	88	0.0
6	89	0.0
6	90	0.0
6	91	0.0
6	92	0.0
6	93	0.0
6	94	0.0
6	95	0.0
6	96	0.0
6	97	0.0
6	98	0.0
6	99	0.0
6	100	0.0
6	101	0.0
6	102	0.0
6	103	0.0
6	104	39.0
6	105	0.0
6	106	0.0
6	107	0.0
6	108	0.0
6	109	0.0
6	110	0.0
6	111	0.0
6	112	0.0
6	113	0.0
6	114	0.0
6	115	0.0
6	116	0.0
6	117	0.0
6	118	0.0
6	119	0.0
6	120	0.0
6	121	0.0
6	122	0.0
6	123	0.0
6	124	0.0
6	125	0.0
6	126	0.0
6	127	0.0
6	128	0.0
6	129	0.0
6	130	0.0
6	131	0.0
6	132	36.0
6	133	0.0
6	134	0.0
6	135	0.0
6	136	0.0
6	137	0.0
6	138	0.0
6	139	0.0
6	140	0.0
6	141	0.0
6	142	0.0
6	143	0.0
6	144	0.0
6	145	0.0
6	146	0.0
6	147	0.0
7	1	45.0
7	2	0.0
7	3	45.0
7	4	0.0
7	5	0.0
7	6	0.0
7	7	0.0
7	8	0.0
7	9	0.0
7	10	0.0
7	11	0.0
7	12	0.0
7	13	0.0
7	14	0.0
7	15	0.0
7	16	0.0
7	17	0.0
7	18	0.0
